 wavenumber    crosssection    coefficient
 3963.600000    4.7814958586E-22    1.3739327143E-02
 3963.640000    5.0097844523E-22    1.4395300036E-02
 3963.680000    5.2542916543E-22    1.5097876078E-02
 3963.720000    5.4939616093E-22    1.5786552596E-02
 3963.760000    5.6997267099E-22    1.6377805651E-02
 3963.800000    5.8391292026E-22    1.6778369932E-02
 3963.840000    5.8853634324E-22    1.6911221079E-02
 3963.880000    5.8272317004E-22    1.6744183209E-02
 3963.920000    5.6739626455E-22    1.6303774235E-02
 3963.960000    5.4514565903E-22    1.5664417102E-02
 3964.000000    5.1937646988E-22    1.4923955684E-02
 3964.040000    4.9293010208E-22    1.4164035965E-02
 3964.080000    4.6821471298E-22    1.3453854829E-02
 3964.120000    4.4668440825E-22    1.2835195085E-02
 3964.160000    4.2911064535E-22    1.2330224079E-02
 3964.200000    4.1581222724E-22    1.1948102412E-02
 3964.240000    4.0685387472E-22    1.1690689795E-02
 3964.280000    4.0218471058E-22    1.1556524305E-02
 3964.320000    4.0171336543E-22    1.1542980499E-02
 3964.360000    4.0037102834E-22    1.1504409289E-02
 3964.400000    4.0804157002E-22    1.1724817472E-02
 3964.440000    4.1960615169E-22    1.2057118441E-02
 3964.480000    4.3485908897E-22    1.2495401985E-02
 3964.520000    4.5342564420E-22    1.3028900254E-02
 3964.560000    4.7475696935E-22    1.3641842444E-02
 3964.600000    4.9758528366E-22    1.4297799676E-02
 3964.640000    5.2043081479E-22    1.4954251621E-02
 3964.680000    5.4107877326E-22    1.5547557701E-02
 3964.720000    5.5720595464E-22    1.6010962099E-02
 3964.760000    5.6609683543E-22    1.6266435957E-02
 3964.800000    5.6591011414E-22    1.6261070639E-02
 3964.840000    5.5595238685E-22    1.5974941618E-02
 3964.880000    5.3697292888E-22    1.5429578849E-02
 3964.920000    5.1091468204E-22    1.4680811541E-02
 3964.960000    4.8032015196E-22    1.3801696992E-02
 3965.000000    4.4769982205E-22    1.2864372361E-02
 3965.040000    4.1523276268E-22    1.1931451863E-02
 3965.080000    3.8409388829E-22    1.1036695923E-02
 3965.120000    3.5525724404E-22    1.0208093116E-02
 3965.160000    3.2911505075E-22    9.4569136595E-03
 3965.200000    3.0575019991E-22    8.7855393893E-03
 3965.240000    2.8544327943E-22    8.2020328214E-03
 3965.280000    2.6722413149E-22    7.6785170823E-03
 3965.320000    2.5129972132E-22    7.2209391877E-03
 3965.360000    2.3730004563E-22    6.8186673256E-03
 3965.400000    2.2501664505E-22    6.4657115479E-03
 3965.440000    2.1425034990E-22    6.1563488390E-03
 3965.480000    2.0480640933E-22    5.8849831557E-03
 3965.520000    1.9651312984E-22    5.6466809940E-03
 3965.560000    1.8922000954E-22    5.4371177762E-03
 3965.600000    1.8279576863E-22    5.2525212607E-03
 3965.640000    1.7712705608E-22    5.0896343766E-03
 3965.680000    1.7211790666E-22    4.9456996235E-03
 3965.720000    1.6768933295E-22    4.8184473477E-03
 3965.760000    1.6377819363E-22    4.7060632231E-03
 3965.800000    1.6033434512E-22    4.6071064057E-03
 3965.840000    1.5731976055E-22    4.5204842169E-03
 3965.880000    1.5470150750E-22    4.4452503648E-03
 3965.920000    1.5245103679E-22    4.3805845067E-03
 3965.960000    1.5054114562E-22    4.3257049870E-03
 3966.000000    1.4894397647E-22    4.2798113378E-03
 3966.040000    1.4762928154E-22    4.2420344071E-03
 3966.080000    1.4656322102E-22    4.2114018295E-03
 3966.120000    1.4570856104E-22    4.1868437134E-03
 3966.160000    1.4502734077E-22    4.1672692782E-03
 3966.200000    1.4448633265E-22    4.1517237506E-03
 3966.240000    1.4406392420E-22    4.1395861097E-03
 3966.280000    1.4375539260E-22    4.1307206487E-03
 3966.320000    1.4357383442E-22    4.1255036887E-03
 3966.360000    1.4354617811E-22    4.1247090022E-03
 3966.400000    1.4370659822E-22    4.1293185730E-03
 3966.440000    1.4409038739E-22    4.1403465129E-03
 3966.480000    1.4473011168E-22    4.1587285875E-03
 3966.520000    1.4565394099E-22    4.1852742408E-03
 3966.560000    1.4688078351E-22    4.2205267876E-03
 3966.600000    1.4843323142E-22    4.2651354003E-03
 3966.640000    1.5030756888E-22    4.3189933067E-03
 3966.680000    1.5247782492E-22    4.3813542468E-03
 3966.720000    1.5488256952E-22    4.4504530680E-03
 3966.760000    1.5743993422E-22    4.5239373317E-03
 3966.800000    1.6010328581E-22    4.6004670619E-03
 3966.840000    1.6291545606E-22    4.6812730025E-03
 3966.880000    1.6599409017E-22    4.7697356142E-03
 3966.920000    1.6946643842E-22    4.8695113538E-03
 3966.960000    1.7342663340E-22    4.9833050619E-03
 3967.000000    1.7793351889E-22    5.1128075773E-03
 3967.040000    1.8302390868E-22    5.2590767214E-03
 3967.080000    1.8872276710E-22    5.4228298281E-03
 3967.120000    1.9504741127E-22    5.6045644941E-03
 3967.160000    2.0200032294E-22    5.8043520309E-03
 3967.200000    2.0958593881E-22    6.0223199246E-03
 3967.240000    2.1788470458E-22    6.2607797311E-03
 3967.280000    2.2652234191E-22    6.5089767987E-03
 3967.320000    2.3552022680E-22    6.7675253527E-03
 3967.360000    2.4469052052E-22    7.0310279661E-03
 3967.400000    2.5378455003E-22    7.2923391754E-03
 3967.440000    2.6251316188E-22    7.5431503385E-03
 3967.480000    2.7057745619E-22    7.7748727551E-03
 3967.520000    2.7771508531E-22    7.9799680317E-03
 3967.560000    2.8375187544E-22    8.1534313932E-03
 3967.600000    2.8864394567E-22    8.2940019498E-03
 3967.640000    2.9249529487E-22    8.4046680429E-03
 3967.680000    2.9602386706E-22    8.5060593418E-03
 3967.720000    2.9860655976E-22    8.5802713897E-03
 3967.760000    3.0109522127E-22    8.6517815105E-03
 3967.800000    3.0385962741E-22    8.7312149795E-03
 3967.840000    3.0723756006E-22    8.8282777462E-03
 3967.880000    3.1151629150E-22    8.9512243987E-03
 3967.920000    3.1693338762E-22    9.1068812434E-03
 3967.960000    3.2368548697E-22    9.3008985648E-03
 3968.000000    3.3194122189E-22    9.5381219069E-03
 3968.040000    3.4191185118E-22    9.8246216589E-03
 3968.080000    3.5363577386E-22    1.0161501192E-02
 3968.120000    3.6733472314E-22    1.0555131870E-02
 3968.160000    3.8319036974E-22    1.1010733886E-02
 3968.200000    4.0141418564E-22    1.1534383756E-02
 3968.240000    4.2225434255E-22    1.2133212537E-02
 3968.280000    4.4600517383E-22    1.2815677712E-02
 3968.320000    4.7301376133E-22    1.3591752460E-02
 3968.360000    5.0369015452E-22    1.4473219294E-02
 3968.400000    5.3851701304E-22    1.5473947135E-02
 3968.440000    5.7805746709E-22    1.6610117174E-02
 3968.480000    6.2296728603E-22    1.7900572530E-02
 3968.520000    6.7400048512E-22    1.9366979358E-02
 3968.560000    7.3201638830E-22    2.1034029789E-02
 3968.600000    7.9796029658E-22    2.2928886453E-02
 3968.640000    8.7286295772E-22    2.5081167236E-02
 3968.680000    9.5777912775E-22    2.7521179890E-02
 3968.720000    1.0537007612E-21    3.0277427601E-02
 3968.760000    1.1614021948E-21    3.3372160451E-02
 3968.800000    1.2811938898E-21    3.6814299344E-02
 3968.840000    1.4125593028E-21    4.0589001734E-02
 3968.880000    1.5536666022E-21    4.4643631094E-02
 3968.920000    1.7007962627E-21    4.8871309205E-02
 3968.960000    1.8478179149E-21    5.3095883766E-02
 3969.000000    1.9859814771E-21    5.7065926691E-02
 3969.040000    2.1043889442E-21    6.0468290666E-02
 3969.080000    2.1914468373E-21    6.2969844383E-02
 3969.120000    2.2372253979E-21    6.4285262484E-02
 3969.160000    2.2360385665E-21    6.4251159633E-02
 3969.200000    2.1887510716E-21    6.2892383255E-02
 3969.240000    2.1002185542E-21    6.0348457138E-02
 3969.280000    1.9812172284E-21    5.6929029004E-02
 3969.320000    1.8433627123E-21    5.2967866325E-02
 3969.360000    1.6974244883E-21    4.8774423390E-02
 3969.400000    1.5519543958E-21    4.4594431920E-02
 3969.440000    1.4128817112E-21    4.0598265936E-02
 3969.480000    1.2837589758E-21    3.6888005474E-02
 3969.520000    1.1662964339E-21    3.3512793328E-02
 3969.560000    1.0609311528E-21    3.0485188348E-02
 3969.600000    9.6730583680E-22    2.7794923873E-02
 3969.640000    8.8462237438E-22    2.5419066666E-02
 3969.680000    8.1187970646E-22    2.3328851927E-02
 3969.720000    7.4802293231E-22    2.1493967748E-02
 3969.760000    6.9202951263E-22    1.9885032107E-02
 3969.800000    6.4295445996E-22    1.8474891382E-02
 3969.840000    5.9995007399E-22    1.7239187442E-02
 3969.880000    5.6227074815E-22    1.6156495750E-02
 3969.920000    5.2926966712E-22    1.5208230475E-02
 3969.960000    5.0039161644E-22    1.4378437880E-02
 3970.000000    4.7516440295E-22    1.3653549792E-02
 3970.040000    4.5319021953E-22    1.3022135474E-02
 3970.080000    4.3413757295E-22    1.2474669677E-02
 3970.120000    4.1773395156E-22    1.2003321950E-02
 3970.160000    4.0375994051E-22    1.1601787545E-02
 3970.200000    3.9204455069E-22    1.1265153198E-02
 3970.240000    3.8245970695E-22    1.0989738751E-02
 3970.280000    3.7491705942E-22    1.0773005526E-02
 3970.320000    3.6936206383E-22    1.0613386227E-02
 3970.360000    3.6576442457E-22    1.0510010329E-02
 3970.400000    3.6410061468E-22    1.0462201800E-02
 3970.440000    3.6432214870E-22    1.0468567441E-02
 3970.480000    3.6630414852E-22    1.0525518957E-02
 3970.520000    3.6976971981E-22    1.0625099965E-02
 3970.560000    3.7420972200E-22    1.0752680631E-02
 3970.600000    3.7885106896E-22    1.0886046812E-02
 3970.640000    3.8275961491E-22    1.0998356418E-02
 3970.680000    3.8514270432E-22    1.1066832991E-02
 3970.720000    3.8561674564E-22    1.1080454269E-02
 3970.760000    3.8450339172E-22    1.1048462746E-02
 3970.800000    3.8255360056E-22    1.0992436725E-02
 3970.840000    3.8067630320E-22    1.0938493768E-02
 3970.880000    3.7958888941E-22    1.0907247618E-02
 3970.920000    3.7976686072E-22    1.0912361511E-02
 3970.960000    3.8147544020E-22    1.0961456466E-02
 3971.000000    3.8485608915E-22    1.1058597285E-02
 3971.040000    3.8999804485E-22    1.1206348142E-02
 3971.080000    3.9697926658E-22    1.1406949151E-02
 3971.120000    4.0588439437E-22    1.1662832388E-02
 3971.160000    4.1681245901E-22    1.1976843442E-02
 3971.200000    4.2988175683E-22    1.2352381482E-02
 3971.240000    4.4525090657E-22    1.2794004318E-02
 3971.280000    4.6306015254E-22    1.3305741782E-02
 3971.320000    4.8353302715E-22    1.3894016937E-02
 3971.360000    5.0691747776E-22    1.4565954394E-02
 3971.400000    5.3350643628E-22    1.5329971368E-02
 3971.440000    5.6364101978E-22    1.6195869642E-02
 3971.480000    5.9771042201E-22    1.7174832453E-02
 3971.520000    6.3614322498E-22    1.8279174836E-02
 3971.560000    6.7595451387E-22    1.9423127143E-02
 3971.600000    7.2438245672E-22    2.0814673574E-02
 3971.640000    7.7823890364E-22    2.2362204650E-02
 3971.680000    8.3771736436E-22    2.4071280751E-02
 3971.720000    9.0315043128E-22    2.5951458710E-02
 3971.760000    9.7486289758E-22    2.8012071254E-02
 3971.800000    1.0527735274E-21    3.0250784122E-02
 3971.840000    1.1361586029E-21    3.2646801740E-02
 3971.880000    1.2234131944E-21    3.5154007462E-02
 3971.920000    1.3124370997E-21    3.7712053299E-02
 3971.960000    1.3998542276E-21    4.0223929401E-02
 3972.000000    1.4816210519E-21    4.2573447589E-02
 3972.040000    1.5533684709E-21    4.4635064479E-02
 3972.080000    1.6109551231E-21    4.6289780653E-02
 3972.120000    1.6513382467E-21    4.7450164271E-02
 3972.160000    1.6732439275E-21    4.8079610209E-02
 3972.200000    1.6774796136E-21    4.8201319982E-02
 3972.240000    1.6667388979E-21    4.7892692280E-02
 3972.280000    1.6453072652E-21    4.7276867816E-02
 3972.320000    1.6168668454E-21    4.6459650269E-02
 3972.360000    1.5856970161E-21    4.5564004858E-02
 3972.400000    1.5547310579E-21    4.4674217556E-02
 3972.440000    1.5255891493E-21    4.3836843172E-02
 3972.480000    1.4985600713E-21    4.3060179643E-02
 3972.520000    1.4728065314E-21    4.2320167895E-02
 3972.560000    1.4467292531E-21    4.1570853732E-02
 3972.600000    1.4184292943E-21    4.0757672241E-02
 3972.640000    1.3861958683E-21    3.9831465052E-02
 3972.680000    1.3489248354E-21    3.8760505399E-02
 3972.720000    1.3063706619E-21    3.7537738032E-02
 3972.760000    1.2591750573E-21    3.6181602064E-02
 3972.800000    1.2076111335E-21    3.4699945196E-02
 3972.840000    1.1556003396E-21    3.3205447797E-02
 3972.880000    1.1039049295E-21    3.1720012751E-02
 3972.920000    1.0542128072E-21    3.0292140920E-02
 3972.960000    1.0079062438E-21    2.8961550993E-02
 3973.000000    9.6601455704E-22    2.7757819763E-02
 3973.040000    9.2923641538E-22    2.6701023030E-02
 3973.080000    8.9799932872E-22    2.5803445023E-02
 3973.120000    8.7253072256E-22    2.5071620668E-02
 3973.160000    8.5253775600E-22    2.4497135369E-02
 3973.200000    8.3881255696E-22    2.4102750420E-02
 3973.240000    8.3094258031E-22    2.3876611599E-02
 3973.280000    8.2889242560E-22    2.3817701695E-02
 3973.320000    8.3262745674E-22    2.3925025462E-02
 3973.360000    8.4211414086E-22    2.4197619354E-02
 3973.400000    8.5730878943E-22    2.4634228009E-02
 3973.440000    8.7813373103E-22    2.5232619587E-02
 3973.480000    9.0443996758E-22    2.5988512723E-02
 3973.520000    9.3595526079E-22    2.6894084820E-02
 3973.560000    9.7221314930E-22    2.7935932406E-02
 3973.600000    1.0124899346E-21    2.9093260460E-02
 3973.640000    1.0556950673E-21    3.0334732730E-02
 3973.680000    1.1003163076E-21    3.1616895962E-02
 3973.720000    1.1433820970E-21    3.2854364292E-02
 3973.760000    1.1845339807E-21    3.4036837748E-02
 3973.800000    1.2201390333E-21    3.5059926504E-02
 3973.840000    1.2476017386E-21    3.5849050042E-02
 3973.880000    1.2647129809E-21    3.6340730808E-02
 3973.920000    1.2700181434E-21    3.6493171311E-02
 3973.960000    1.2630893438E-21    3.6294076621E-02
 3974.000000    1.2446160334E-21    3.5763257683E-02
 3974.040000    1.2162804189E-21    3.4949051649E-02
 3974.080000    1.1804614531E-21    3.3919816233E-02
 3974.120000    1.1398637375E-21    3.2753266447E-02
 3974.160000    1.0971716988E-21    3.1526537610E-02
 3974.200000    1.0547971072E-21    3.0308930414E-02
 3974.240000    1.0147422815E-21    2.9157980228E-02
 3974.280000    9.7856603351E-22    2.8118478532E-02
 3974.320000    9.4740092976E-22    2.7222968908E-02
 3974.360000    9.2203194089E-22    2.6494006994E-02
 3974.400000    9.0294100892E-22    2.5945441090E-02
 3974.440000    8.9039498085E-22    2.5584938877E-02
 3974.480000    8.8442712190E-22    2.5413456209E-02
 3974.520000    8.8455795238E-22    2.5417215541E-02
 3974.560000    8.9110098128E-22    2.5605225354E-02
 3974.600000    9.0322839002E-22    2.5953698805E-02
 3974.640000    9.2035963401E-22    2.6445954309E-02
 3974.680000    9.4198997764E-22    2.7067488607E-02
 3974.720000    9.6792125098E-22    2.7812607412E-02
 3974.760000    9.9850518314E-22    2.8691417436E-02
 3974.800000    1.0347676125E-21    2.9733395501E-02
 3974.840000    1.0781522569E-21    3.0980025927E-02
 3974.880000    1.1300204343E-21    3.2470425332E-02
 3974.920000    1.1896073305E-21    3.4182617257E-02
 3974.960000    1.2537972365E-21    3.6027073770E-02
 3975.000000    1.3166189509E-21    3.7832216161E-02
 3975.040000    1.3718341309E-21    3.9418789574E-02
 3975.080000    1.4118243035E-21    4.0567881994E-02
 3975.120000    1.4274216235E-21    4.1016061158E-02
 3975.160000    1.4116401253E-21    4.0562589747E-02
 3975.200000    1.3654173842E-21    3.9234408399E-02
 3975.240000    1.2962245548E-21    3.7246196036E-02
 3975.280000    1.2157824097E-21    3.4934741669E-02
 3975.320000    1.1353692480E-21    3.2624120124E-02
 3975.360000    1.0633142441E-21    3.0553664978E-02
 3975.400000    1.0047237539E-21    2.8870104149E-02
 3975.440000    9.6193666046E-22    2.7640643973E-02
 3975.480000    9.3683733792E-22    2.6919430751E-02
 3975.520000    9.3001244948E-22    2.6723321881E-02
 3975.560000    9.4228352227E-22    2.7075923428E-02
 3975.600000    9.7449592919E-22    2.8001526648E-02
 3975.640000    1.0262844457E-21    2.9489637046E-02
 3975.680000    1.0962513000E-21    3.1500090530E-02
 3975.720000    1.1799949878E-21    3.3906412645E-02
 3975.760000    1.2711657274E-21    3.6526146416E-02
 3975.800000    1.3654958378E-21    3.9236662714E-02
 3975.840000    1.4647630318E-21    4.2089043001E-02
 3975.880000    1.5741827985E-21    4.5233151069E-02
 3975.920000    1.6934792558E-21    4.8661059621E-02
 3975.960000    1.8104240219E-21    5.2021393806E-02
 3976.000000    1.9057048813E-21    5.4759229280E-02
 3976.040000    1.9694280789E-21    5.6590275219E-02
 3976.080000    2.0140751978E-21    5.7873182056E-02
 3976.120000    2.0667792459E-21    5.9387599677E-02
 3976.160000    2.1454352326E-21    6.1647729906E-02
 3976.200000    2.2350206669E-21    6.4221910929E-02
 3976.240000    2.2800045265E-21    6.5514493796E-02
 3976.280000    2.2175907902E-21    6.3721074401E-02
 3976.320000    2.0398753850E-21    5.8614534184E-02
 3976.360000    1.8014980577E-21    5.1764911848E-02
 3976.400000    1.5635445661E-21    4.4927468164E-02
 3976.440000    1.3577054805E-21    3.9012811704E-02
 3976.480000    1.1903121908E-21    3.4202870973E-02
 3976.520000    1.0561353288E-21    3.0347383369E-02
 3976.560000    9.4710251905E-22    2.7214394265E-02
 3976.600000    8.5596258567E-22    2.4595545692E-02
 3976.640000    7.7737650162E-22    2.2337424071E-02
 3976.680000    7.0790951806E-22    2.0341334059E-02
 3976.720000    6.4559559428E-22    1.8550782713E-02
 3976.760000    5.8940408891E-22    1.6936155204E-02
 3976.800000    5.3878702966E-22    1.5481705892E-02
 3976.840000    4.9337793692E-22    1.4176904217E-02
 3976.880000    4.5283499674E-22    1.3011928371E-02
 3976.920000    4.1678688987E-22    1.1976108728E-02
 3976.960000    3.8482875359E-22    1.1057811814E-02
 3977.000000    3.5654141363E-22    1.0244992920E-02
 3977.040000    3.3151681098E-22    9.5259267268E-03
 3977.080000    3.0936724289E-22    8.8894728409E-03
 3977.120000    2.8892666095E-22    8.3021255951E-03
 3977.160000    2.7078989579E-22    7.7809770733E-03
 3977.200000    2.5530450517E-22    7.3360141287E-03
 3977.240000    2.4150719960E-22    6.9395572448E-03
 3977.280000    2.2918883095E-22    6.5855966815E-03
 3977.320000    2.1816863840E-22    6.2689383906E-03
 3977.360000    2.0829023928E-22    5.9850888148E-03
 3977.400000    1.9941793883E-22    5.7301488505E-03
 3977.440000    1.9143374485E-22    5.5007280659E-03
 3977.480000    1.8423548682E-22    5.2938906559E-03
 3977.520000    1.7773624243E-22    5.1071389626E-03
 3977.560000    1.7186266821E-22    4.9383655074E-03
 3977.600000    1.6656092678E-22    4.7860233071E-03
 3977.640000    1.6147754460E-22    4.6399555224E-03
 3977.680000    1.5722244143E-22    4.5176878133E-03
 3977.720000    1.5339132024E-22    4.4076029594E-03
 3977.760000    1.4999011415E-22    4.3098714449E-03
 3977.800000    1.4699599581E-22    4.2238373407E-03
 3977.840000    1.4438994459E-22    4.1489541005E-03
 3977.880000    1.4215675118E-22    4.0847846946E-03
 3977.920000    1.4028500921E-22    4.0310013681E-03
 3977.960000    1.3876707265E-22    3.9873844174E-03
 3978.000000    1.3759898516E-22    3.9538201591E-03
 3978.040000    1.3678038449E-22    3.9302981844E-03
 3978.080000    1.3631437380E-22    3.9169076608E-03
 3978.120000    1.3620733047E-22    3.9138318382E-03
 3978.160000    1.3647570538E-22    3.9215434222E-03
 3978.200000    1.3711808918E-22    3.9400019160E-03
 3978.240000    1.3815412141E-22    3.9697716496E-03
 3978.280000    1.3959938514E-22    4.0113003922E-03
 3978.320000    1.4146823201E-22    4.0650005300E-03
 3978.360000    1.4377210771E-22    4.1312009468E-03
 3978.400000    1.4651624579E-22    4.2100520259E-03
 3978.440000    1.4969521205E-22    4.3013976188E-03
 3978.480000    1.5328722835E-22    4.4046119443E-03
 3978.520000    1.5724757335E-22    4.5184099632E-03
 3978.560000    1.6150201447E-22    4.6406586487E-03
 3978.600000    1.6594207358E-22    4.7682409504E-03
 3978.640000    1.7042478441E-22    4.8970488220E-03
 3978.680000    1.7478001504E-22    5.0221936308E-03
 3978.720000    1.7882766403E-22    5.1385002747E-03
 3978.760000    1.8240440908E-22    5.2412757904E-03
 3978.800000    1.8539593809E-22    5.3272354921E-03
 3978.840000    1.8776554339E-22    5.3953246078E-03
 3978.880000    1.8957087662E-22    5.4471997208E-03
 3978.920000    1.9096232174E-22    5.4871820200E-03
 3978.960000    1.9216450189E-22    5.5217259092E-03
 3979.000000    1.9344809901E-22    5.5586092638E-03
 3979.040000    1.9510042852E-22    5.6060879115E-03
 3979.080000    1.9740922507E-22    5.6724297260E-03
 3979.120000    2.0064496525E-22    5.7654066817E-03
 3979.160000    2.0505947340E-22    5.8922547925E-03
 3979.200000    2.1091116444E-22    6.0603994481E-03
 3979.240000    2.1844301346E-22    6.2768223851E-03
 3979.280000    2.2784274756E-22    6.5469178233E-03
 3979.320000    2.3952594305E-22    6.8826270858E-03
 3979.360000    2.5371674187E-22    7.2903907505E-03
 3979.400000    2.7072145519E-22    7.7790104757E-03
 3979.440000    2.9083112633E-22    8.3568492081E-03
 3979.480000    3.1426224402E-22    9.0301276147E-03
