 wavenumber    crosssection    coefficient
 2024.795270    3.7793508384E-23    1.0859726557E-03
 2024.800060    3.7750919506E-23    1.0847488911E-03
 2024.804850    3.7709364340E-23    1.0835548296E-03
 2024.809640    3.7668606570E-23    1.0823836807E-03
 2024.814430    3.7629112509E-23    1.0812488438E-03
 2024.819220    3.7590645789E-23    1.0801435268E-03
 2024.824010    3.7553204438E-23    1.0790676732E-03
 2024.828800    3.7516786556E-23    1.0780212283E-03
 2024.833590    3.7481390317E-23    1.0770041396E-03
 2024.838380    3.7447013963E-23    1.0760163567E-03
 2024.843170    3.7413655808E-23    1.0750578312E-03
 2024.847960    3.7381314234E-23    1.0741285164E-03
 2024.852750    3.7349987685E-23    1.0732283678E-03
 2024.857540    3.7319674675E-23    1.0723573425E-03
 2024.862330    3.7290373778E-23    1.0715153997E-03
 2024.867120    3.7262083628E-23    1.0707025001E-03
 2024.871910    3.7234802921E-23    1.0699186061E-03
 2024.876700    3.7208530409E-23    1.0691636821E-03
 2024.881490    3.7183264899E-23    1.0684376936E-03
 2024.886280    3.7159005254E-23    1.0677406079E-03
 2024.891070    3.7135750386E-23    1.0670723939E-03
 2024.895860    3.7113499257E-23    1.0664330218E-03
 2024.900650    3.7092250877E-23    1.0658224629E-03
 2024.905440    3.7072004300E-23    1.0652406903E-03
 2024.910230    3.7052758622E-23    1.0646876779E-03
 2024.915020    3.7034512983E-23    1.0641634009E-03
 2024.919810    3.7017266555E-23    1.0636678357E-03
 2024.924600    3.7001018551E-23    1.0632009595E-03
 2024.929390    3.6985768213E-23    1.0627627507E-03
 2024.934180    3.6971514814E-23    1.0623531882E-03
 2024.938970    3.6958257655E-23    1.0619722521E-03
 2024.943760    3.6945996063E-23    1.0616199230E-03
 2024.948550    3.6934729386E-23    1.0612961821E-03
 2024.953340    3.6924456991E-23    1.0610010113E-03
 2024.958130    3.6915178263E-23    1.0607343929E-03
 2024.962920    3.6906892601E-23    1.0604963097E-03
 2024.967710    3.6899599416E-23    1.0602867446E-03
 2024.972500    3.6893298128E-23    1.0601056810E-03
 2024.977290    3.6887988163E-23    1.0599531025E-03
 2024.982080    3.6883668954E-23    1.0598289928E-03
 2024.986870    3.6880339933E-23    1.0597333355E-03
 2024.991660    3.6878000534E-23    1.0596661143E-03
 2024.996450    3.6876650191E-23    1.0596273130E-03
 2025.001240    3.6876288331E-23    1.0596169152E-03
 2025.006030    3.6876914381E-23    1.0596349044E-03
 2025.010820    3.6878527759E-23    1.0596812638E-03
 2025.015610    3.6881127878E-23    1.0597559766E-03
 2025.020400    3.6884714144E-23    1.0598590257E-03
 2025.025190    3.6889285957E-23    1.0599903938E-03
 2025.029980    3.6894842711E-23    1.0601500637E-03
 2025.034770    3.6901383792E-23    1.0603380175E-03
 2025.039560    3.6908908584E-23    1.0605542377E-03
 2025.044350    3.6917416468E-23    1.0607987064E-03
 2025.049140    3.6926906826E-23    1.0610714058E-03
 2025.053930    3.6937379041E-23    1.0613723183E-03
 2025.058720    3.6948832502E-23    1.0617014263E-03
 2025.063510    3.6961266612E-23    1.0620587126E-03
 2025.068300    3.6974680786E-23    1.0624441605E-03
 2025.073090    3.6989074462E-23    1.0628577537E-03
 2025.077880    3.7004447103E-23    1.0632994768E-03
 2025.082670    3.7020798207E-23    1.0637693155E-03
 2025.087460    3.7038127315E-23    1.0642672565E-03
 2025.092250    3.7056434014E-23    1.0647932880E-03
 2025.097040    3.7075717954E-23    1.0653473998E-03
 2025.101830    3.7095978851E-23    1.0659295839E-03
 2025.106620    3.7117216502E-23    1.0665398345E-03
 2025.111410    3.7139430793E-23    1.0671781481E-03
 2025.116200    3.7162621712E-23    1.0678445246E-03
 2025.120990    3.7186789365E-23    1.0685389668E-03
 2025.125780    3.7211933982E-23    1.0692614816E-03
 2025.130570    3.7238055939E-23    1.0700120796E-03
 2025.135360    3.7265155767E-23    1.0707907761E-03
 2025.140150    3.7293234169E-23    1.0715975912E-03
 2025.144940    3.7322292035E-23    1.0724325507E-03
 2025.149730    3.7352340141E-23    1.0732959641E-03
 2025.154520    3.7383360442E-23    1.0741873129E-03
 2025.159310    3.7415364164E-23    1.0751069197E-03
 2025.164100    3.7448353110E-23    1.0760548363E-03
 2025.168890    3.7482329353E-23    1.0770311222E-03
 2025.173680    3.7517295254E-23    1.0780358454E-03
 2025.178470    3.7553253477E-23    1.0790690823E-03
 2025.183260    3.7590207011E-23    1.0801309188E-03
 2025.188050    3.7628159181E-23    1.0812214505E-03
 2025.192840    3.7667113666E-23    1.0823407831E-03
 2025.197630    3.7707671173E-23    1.0835061775E-03
 2025.202420    3.7748643079E-23    1.0846834794E-03
 2025.207210    3.7790630636E-23    1.0858899654E-03
 2025.212000    3.7833639102E-23    1.0871257866E-03
 2025.216790    3.7877674168E-23    1.0883911064E-03
 2025.221580    3.7922741969E-23    1.0896861013E-03
 2025.226370    3.7968849096E-23    1.0910109606E-03
 2025.231160    3.8016002607E-23    1.0923658870E-03
 2025.235950    3.8064210042E-23    1.0937510973E-03
 2025.240740    3.8113479424E-23    1.0951668219E-03
 2025.245530    3.8163819274E-23    1.0966133058E-03
 2025.250320    3.8215238616E-23    1.0980908082E-03
 2025.255110    3.8267746981E-23    1.0995996030E-03
 2025.259900    3.8321354415E-23    1.1011399789E-03
 2025.264690    3.8376071481E-23    1.1027122393E-03
 2025.269480    3.8431909259E-23    1.1043167026E-03
 2025.274270    3.8488879351E-23    1.1059537024E-03
 2025.279060    3.8546993878E-23    1.1076235867E-03
 2025.283850    3.8606265481E-23    1.1093267188E-03
 2025.288640    3.8666707314E-23    1.1110634769E-03
 2025.293430    3.8728333049E-23    1.1128342535E-03
 2025.298220    3.8791156862E-23    1.1146394562E-03
 2025.303010    3.8855193433E-23    1.1164795068E-03
 2025.307800    3.8920457941E-23    1.1183548413E-03
 2025.312590    3.8986966052E-23    1.1202659099E-03
 2025.317380    3.9054734217E-23    1.1222131855E-03
 2025.322170    3.9123778453E-23    1.1241971281E-03
 2025.326960    3.9194116149E-23    1.1262182375E-03
 2025.331750    3.9265764845E-23    1.1282770176E-03
 2025.336540    3.9338742527E-23    1.1303739853E-03
 2025.341330    3.9413067614E-23    1.1325096699E-03
 2025.346120    3.9488758954E-23    1.1346846129E-03
 2025.350910    3.9565835803E-23    1.1368993676E-03
 2025.355700    3.9644317824E-23    1.1391544990E-03
 2025.360490    3.9724225073E-23    1.1414505835E-03
 2025.365280    3.9805577988E-23    1.1437882082E-03
 2025.370070    3.9888397383E-23    1.1461679714E-03
 2025.374860    3.9972704432E-23    1.1485904813E-03
 2025.379650    4.0058520666E-23    1.1510563567E-03
 2025.384440    4.0145867961E-23    1.1535662262E-03
 2025.389230    4.0234768531E-23    1.1561207281E-03
 2025.394020    4.0325244920E-23    1.1587205102E-03
 2025.398810    4.0417319998E-23    1.1613662295E-03
 2025.403600    4.0511016944E-23    1.1640585522E-03
 2025.408390    4.0606359258E-23    1.1667981536E-03
 2025.413180    4.0703370744E-23    1.1695857175E-03
 2025.417970    4.0802075507E-23    1.1724219367E-03
 2025.422760    4.0902497946E-23    1.1753075123E-03
 2025.427550    4.1004662771E-23    1.1782431541E-03
 2025.432340    4.1108594978E-23    1.1812295806E-03
 2025.437130    4.1214319857E-23    1.1842675184E-03
 2025.441920    4.1321863000E-23    1.1873577029E-03
 2025.446710    4.1431250286E-23    1.1905008777E-03
 2025.451500    4.1542507902E-23    1.1936977951E-03
 2025.456290    4.1655662324E-23    1.1969492162E-03
 2025.461080    4.1770740338E-23    1.2002559104E-03
 2025.465870    4.1887769040E-23    1.2036186565E-03
 2025.470660    4.2006775832E-23    1.2070382417E-03
 2025.475450    4.2127788438E-23    1.2105154627E-03
 2025.480240    4.2250834906E-23    1.2140511254E-03
 2025.485030    4.2375943615E-23    1.2176460453E-03
 2025.489820    4.2503143280E-23    1.2213010476E-03
 2025.494610    4.2632462966E-23    1.2250169673E-03
 2025.499400    4.2763932096E-23    1.2287946499E-03
 2025.504190    4.2897580451E-23    1.2326349512E-03
 2025.508980    4.3033438196E-23    1.2365387380E-03
 2025.513770    4.3171535876E-23    1.2405068878E-03
 2025.518560    4.3311904433E-23    1.2445402899E-03
 2025.523350    4.3454575222E-23    1.2486398451E-03
 2025.528140    4.3599580010E-23    1.2528064664E-03
 2025.532930    4.3746951002E-23    1.2570410790E-03
 2025.537720    4.3896720848E-23    1.2613446211E-03
 2025.542510    4.4048922648E-23    1.2657180440E-03
 2025.547300    4.4203589976E-23    1.2701623122E-03
 2025.552090    4.4360756893E-23    1.2746784046E-03
 2025.556880    4.4520457952E-23    1.2792673139E-03
 2025.561670    4.4682728222E-23    1.2839300479E-03
 2025.566460    4.4847603284E-23    1.2886676289E-03
 2025.571250    4.5015119270E-23    1.2934810953E-03
 2025.576040    4.5185312861E-23    1.2983715009E-03
 2025.580830    4.5358221297E-23    1.3033399159E-03
 2025.585620    4.5533882410E-23    1.3083874273E-03
 2025.590410    4.5712334609E-23    1.3135151388E-03
 2025.595200    4.5893616921E-23    1.3187241719E-03
 2025.599990    4.6077768991E-23    1.3240156656E-03
 2025.604780    4.6264831088E-23    1.3293907771E-03
 2025.609570    4.6454844139E-23    1.3348506824E-03
 2025.614360    4.6647849718E-23    1.3403965762E-03
 2025.619150    4.6843890065E-23    1.3460296721E-03
 2025.623940    4.7043008112E-23    1.3517512037E-03
 2025.628730    4.7245247465E-23    1.3575624241E-03
 2025.633520    4.7450652434E-23    1.3634646065E-03
 2025.638310    4.7659268039E-23    1.3694590445E-03
 2025.643100    4.7871140006E-23    1.3755470520E-03
 2025.647890    4.8086314780E-23    1.3817299636E-03
 2025.652680    4.8304839536E-23    1.3880091348E-03
 2025.657470    4.8526762161E-23    1.3943859416E-03
 2025.662260    4.8752131284E-23    1.4008617814E-03
 2025.667050    4.8980996244E-23    1.4074380718E-03
 2025.671840    4.9213407110E-23    1.4141162517E-03
 2025.676630    4.9449414665E-23    1.4208977801E-03
 2025.681420    4.9689070402E-23    1.4277841367E-03
 2025.686210    4.9932426512E-23    1.4347768213E-03
 2025.691000    5.0179301094E-23    1.4418706069E-03
 2025.695790    5.0430217321E-23    1.4490805266E-03
 2025.700580    5.0684994505E-23    1.4564013885E-03
 2025.705370    5.0943687447E-23    1.4638347672E-03
 2025.710160    5.1206351532E-23    1.4713822542E-03
 2025.714950    5.1473042710E-23    1.4790454572E-03
 2025.719740    5.1743817229E-23    1.4868259924E-03
 2025.724530    5.2018732477E-23    1.4947255089E-03
 2025.729320    5.2297845608E-23    1.5027456489E-03
 2025.734110    5.2581214364E-23    1.5108880716E-03
 2025.738900    5.2868896823E-23    1.5191544458E-03
 2025.743690    5.3160951291E-23    1.5275464470E-03
 2025.748480    5.3457436277E-23    1.5360657563E-03
 2025.753270    5.3758410380E-23    1.5447140576E-03
 2025.758060    5.4063932260E-23    1.5534930363E-03
 2025.762850    5.4374060387E-23    1.5624043727E-03
 2025.767640    5.4688853168E-23    1.5714497449E-03
 2025.772430    5.5008368693E-23    1.5806308223E-03
 2025.777220    5.5332664534E-23    1.5899492590E-03
 2025.782010    5.5661798091E-23    1.5994067044E-03
 2025.786800    5.5995825748E-23    1.6090047787E-03
 2025.791590    5.6334803170E-23    1.6187450814E-03
 2025.796380    5.6678785065E-23    1.6286291845E-03
 2025.801170    5.7027824955E-23    1.6386586258E-03
 2025.805960    5.7381977709E-23    1.6488349821E-03
 2025.810750    5.7741288556E-23    1.6591595529E-03
 2025.815540    5.8105808972E-23    1.6696338175E-03
 2025.820330    5.8475585667E-23    1.6802591179E-03
 2025.825120    5.8850663015E-23    1.6910367292E-03
 2025.829910    5.9231082720E-23    1.7019678498E-03
 2025.834700    5.9616883554E-23    1.7130535937E-03
 2025.839490    6.0008100824E-23    1.7242949755E-03
 2025.844280    6.0404766281E-23    1.7356929075E-03
 2025.849070    6.0806907593E-23    1.7472481848E-03
 2025.853860    6.1214548036E-23    1.7589614761E-03
 2025.858650    6.1627706448E-23    1.7708333229E-03
 2025.863440    6.2046395915E-23    1.7828641009E-03
 2025.868230    6.2470625196E-23    1.7950540621E-03
 2025.873020    6.2900397619E-23    1.8074033019E-03
 2025.877810    6.3335711462E-23    1.8199117710E-03
 2025.882600    6.3776560300E-23    1.8325792846E-03
 2025.887390    6.4222933545E-23    1.8454055386E-03
 2025.892180    6.4674817330E-23    1.8583901345E-03
 2025.896970    6.5132195637E-23    1.8715326121E-03
 2025.901760    6.5595051742E-23    1.8848324907E-03
 2025.906550    6.6063369952E-23    1.8982893194E-03
 2025.911340    6.6537137567E-23    1.9119027334E-03
 2025.916130    6.7016346979E-23    1.9256725140E-03
 2025.920920    6.7500997859E-23    1.9395986517E-03
 2025.925710    6.7991099232E-23    1.9536814059E-03
 2025.930500    6.8486671385E-23    1.9679213596E-03
 2025.935290    6.8987747393E-23    1.9823194630E-03
 2025.940080    6.9494374213E-23    1.9968770655E-03
 2025.944870    7.0006613206E-23    2.0115959303E-03
 2025.949660    7.0524540062E-23    2.0264782322E-03
 2025.954450    7.1048244139E-23    2.0415265390E-03
 2025.959240    7.1577827214E-23    2.0567437750E-03
 2025.964030    7.2113401798E-23    2.0721331733E-03
 2025.968820    7.2655089095E-23    2.0876982166E-03
 2025.973610    7.3203016719E-23    2.1034425717E-03
 2025.978400    7.3757316405E-23    2.1193700240E-03
 2025.983190    7.4318121731E-23    2.1354844118E-03
 2025.987980    7.4885566044E-23    2.1517895666E-03
 2025.992770    7.5459042962E-23    2.1682680646E-03
 2025.997560    7.6040155951E-23    2.1849659803E-03
 2026.002350    7.6628290070E-23    2.2018656437E-03
 2026.007140    7.7223562899E-23    2.2189704335E-03
 2026.011930    7.7826086041E-23    2.2362835564E-03
 2026.016720    7.8435964945E-23    2.2538080425E-03
 2026.021510    7.9053298980E-23    2.2715467471E-03
 2026.026300    7.9678181732E-23    2.2895023594E-03
 2026.031090    8.0310701448E-23    2.3076774149E-03
 2026.035880    8.0950941812E-23    2.3260743185E-03
 2026.040670    8.1598981850E-23    2.3446953408E-03
 2026.045460    8.2254897797E-23    2.3635426723E-03
 2026.050250    8.2918763105E-23    2.3826184237E-03
 2026.055040    8.3590649392E-23    2.4019246530E-03
 2026.059830    8.4270627205E-23    2.4214633870E-03
 2026.064620    8.4958766774E-23    2.4412366441E-03
 2026.069410    8.5655138706E-23    2.4612464529E-03
 2026.074200    8.6359814738E-23    2.4814948747E-03
 2026.078990    8.7072868105E-23    2.5019840141E-03
 2026.083780    8.7794374477E-23    2.5227160451E-03
 2026.088570    8.8524412247E-23    2.5436932206E-03
 2026.093360    8.9263063013E-23    2.5649178850E-03
 2026.098150    9.0010411966E-23    2.5863924864E-03
 2026.102940    9.0766548185E-23    2.6081195843E-03
 2026.107730    9.1531564854E-23    2.6301018564E-03
 2026.112520    9.2305559391E-23    2.6523421019E-03
 2026.117310    9.3088633473E-23    2.6748432423E-03
 2026.122100    9.3880893011E-23    2.6976083211E-03
 2026.126890    9.4682447960E-23    2.7206404976E-03
 2026.131680    9.5493412106E-23    2.7439430415E-03
 2026.136470    9.6313902706E-23    2.7675193220E-03
 2026.141260    9.7144040047E-23    2.7913727956E-03
 2026.146050    9.7983946936E-23    2.8155069909E-03
 2026.150840    9.8833748068E-23    2.8399254911E-03
 2026.155630    9.9693569339E-23    2.8646319137E-03
 2026.160420    1.0056353708E-22    2.8896298888E-03
 2026.165210    1.0144377724E-22    2.9149230351E-03
 2026.170000    1.0233441445E-22    2.9405149344E-03
 2026.174790    1.0323557114E-22    2.9664091042E-03
 2026.179580    1.0414736654E-22    2.9926089708E-03
 2026.184370    1.0506991566E-22    3.0191178385E-03
 2026.189160    1.0600332829E-22    3.0459388623E-03
 2026.193950    1.0694770792E-22    3.0730750162E-03
 2026.198740    1.0790315077E-22    3.1005290644E-03
 2026.203530    1.0886974465E-22    3.1283035308E-03
 2026.208320    1.0984756802E-22    3.1564006694E-03
 2026.213110    1.1083668893E-22    3.1848224355E-03
 2026.217900    1.1183716400E-22    3.2135704566E-03
 2026.222690    1.1284903752E-22    3.2426460047E-03
 2026.227480    1.1387234042E-22    3.2720499688E-03
 2026.232270    1.1490708939E-22    3.3017828286E-03
 2026.237060    1.1595328597E-22    3.3318446284E-03
 2026.241850    1.1701091573E-22    3.3622349532E-03
 2026.246640    1.1823903088E-22    3.3975240686E-03
 2026.251430    1.1931950153E-22    3.4285707121E-03
 2026.256220    1.2041125781E-22    3.4599416410E-03
 2026.261010    1.2151425037E-22    3.4916354373E-03
 2026.265800    1.2262829836E-22    3.5236469045E-03
 2026.270590    1.2375331186E-22    3.5559734588E-03
 2026.275380    1.2488914250E-22    3.5886108367E-03
 2026.280170    1.2603561991E-22    3.6215541430E-03
 2026.284960    1.2719255113E-22    3.6547978327E-03
 2026.289750    1.2835971996E-22    3.6883356937E-03
 2026.294540    1.2953688636E-22    3.7221608287E-03
 2026.299330    1.3072378587E-22    3.7562656384E-03
 2026.304120    1.3192012904E-22    3.7906418058E-03
 2026.308910    1.3312560089E-22    3.8252802800E-03
 2026.313700    1.3433986030E-22    3.8601712593E-03
 2026.318490    1.3556253984E-22    3.8953041856E-03
 2026.323280    1.3679324480E-22    3.9306677175E-03
 2026.328070    1.3803155311E-22    3.9662497267E-03
 2026.332860    1.3927701479E-22    4.0020372835E-03
 2026.337650    1.4052915162E-22    4.0380166464E-03
 2026.342440    1.4178785893E-22    4.0741848082E-03
 2026.347230    1.4305179691E-22    4.1105032698E-03
 2026.352020    1.4432080271E-22    4.1469673521E-03
 2026.356810    1.4559428221E-22    4.1835599833E-03
 2026.361600    1.4687161185E-22    4.2202632457E-03
 2026.366390    1.4815213855E-22    4.2570583739E-03
 2026.371180    1.4943517976E-22    4.2939257549E-03
 2026.375970    1.5072002353E-22    4.3308449311E-03
 2026.380760    1.5200592863E-22    4.3677946042E-03
 2026.385550    1.5329212490E-22    4.4047526436E-03
 2026.390340    1.5457781350E-22    4.4416960956E-03
 2026.395130    1.5586216744E-22    4.4786011970E-03
 2026.399920    1.5714433210E-22    4.5154433908E-03
 2026.404710    1.5842342590E-22    4.5521973457E-03
 2026.409500    1.5969854113E-22    4.5888369785E-03
 2026.414290    1.6096874480E-22    4.6253354808E-03
 2026.419080    1.6223307972E-22    4.6616653482E-03
 2026.423870    1.6349056565E-22    4.6977984142E-03
 2026.428660    1.6474020021E-22    4.7337058761E-03
 2026.433450    1.6598096196E-22    4.7693583833E-03
 2026.438240    1.6721180948E-22    4.8047260115E-03
 2026.443030    1.6843168480E-22    4.8397783605E-03
 2026.447820    1.6963951480E-22    4.8744845946E-03
 2026.452610    1.7083421320E-22    4.9088135005E-03
 2026.457400    1.7201468275E-22    4.9427335494E-03
 2026.462190    1.7317981747E-22    4.9762129616E-03
 2026.466980    1.7432850504E-22    5.0092197753E-03
 2026.471770    1.7545962937E-22    5.0417219204E-03
 2026.476560    1.7657207322E-22    5.0736872936E-03
 2026.481350    1.7766472097E-22    5.1050838383E-03
 2026.486140    1.7873635142E-22    5.1358764644E-03
 2026.490930    1.7978608105E-22    5.1660397839E-03
 2026.495720    1.8081270653E-22    5.1955392204E-03
 2026.500510    1.8181514822E-22    5.2243437511E-03
 2026.505300    1.8279234325E-22    5.2524228346E-03
 2026.510090    1.8374324866E-22    5.2797465024E-03
 2026.514880    1.8466684467E-22    5.3062854521E-03
 2026.519670    1.8556213790E-22    5.3320111390E-03
 2026.524460    1.8642816445E-22    5.3568958665E-03
 2026.529250    1.8726399233E-22    5.3809128540E-03
 2026.534040    1.8806872898E-22    5.4040364546E-03
 2026.538830    1.8884151710E-22    5.4262420344E-03
 2026.543620    1.8958154271E-22    5.4475062043E-03
 2026.548410    1.9028803672E-22    5.4678068647E-03
 2026.553200    1.9096027769E-22    5.4871232852E-03
 2026.557990    1.9159759441E-22    5.5054361797E-03
 2026.562780    1.9219936814E-22    5.5227277689E-03
 2026.567570    1.9276503590E-22    5.5389818757E-03
 2026.572360    1.9329409098E-22    5.5541839401E-03
 2026.577150    1.9378608583E-22    5.5683211022E-03
 2026.581940    1.9424063345E-22    5.5813822416E-03
 2026.586730    1.9533734512E-22    5.6128955607E-03
 2026.591520    1.9571652930E-22    5.6237911792E-03
 2026.596310    1.9605748166E-22    5.6335882305E-03
 2026.601100    1.9636006878E-22    5.6422828808E-03
 2026.605890    1.9662422220E-22    5.6498731628E-03
 2026.610680    1.9684993844E-22    5.6563589770E-03
 2026.615470    1.9703727887E-22    5.6617420860E-03
 2026.620260    1.9718636318E-22    5.6660259298E-03
 2026.625050    1.9729739248E-22    5.6692162867E-03
 2026.629840    1.9737061257E-22    5.6713202200E-03
 2026.634630    1.9740633646E-22    5.6723467234E-03
 2026.639420    1.9740493684E-22    5.6723065061E-03
 2026.644210    1.9736684432E-22    5.6712119418E-03
 2026.649000    1.9729254544E-22    5.6690770102E-03
 2026.653790    1.9718258037E-22    5.6659172331E-03
 2026.658580    1.9703754052E-22    5.6617496044E-03
 2026.663370    1.9685806592E-22    5.6565925149E-03
 2026.668160    1.9664484242E-22    5.6504656720E-03
 2026.672950    1.9639859875E-22    5.6433900151E-03
 2026.677740    1.9612010344E-22    5.6353876279E-03
 2026.682530    1.9581016167E-22    5.6264816465E-03
 2026.687320    1.9546961198E-22    5.6166961655E-03
 2026.692110    1.9509932292E-22    5.6060561426E-03
 2026.696900    1.9470018966E-22    5.5945872999E-03
 2026.701690    1.9427313060E-22    5.5823160268E-03
 2026.706480    1.9381908387E-22    5.5692692799E-03
 2026.711270    1.9333900394E-22    5.5554744858E-03
 2026.716060    1.9283385823E-22    5.5409594418E-03
 2026.720850    1.9230462368E-22    5.5257522206E-03
 2026.725640    1.9175228353E-22    5.5098810742E-03
 2026.730430    1.9117782400E-22    5.4933743414E-03
 2026.735220    1.9058223121E-22    5.4762603578E-03
 2026.740010    1.8996648810E-22    5.4585673675E-03
 2026.744800    1.8933157152E-22    5.4403234395E-03
 2026.749590    1.8867844909E-22    5.4215563781E-03
 2026.754380    1.8800807777E-22    5.4022936804E-03
 2026.759170    1.8732139946E-22    5.3825624118E-03
 2026.763960    1.8661933988E-22    5.3623891719E-03
 2026.768750    1.8590280598E-22    5.3418000216E-03
 2026.773540    1.8517268390E-22    5.3208204237E-03
 2026.778330    1.8442983704E-22    5.2994751871E-03
 2026.783120    1.8367510431E-22    5.2777884174E-03
 2026.787910    1.8290931133E-22    5.2557838385E-03
 2026.792700    1.8213321788E-22    5.2334832823E-03
 2026.797490    1.8134759336E-22    5.2109088566E-03
 2026.802280    1.8055316453E-22    5.1880814446E-03
 2026.807070    1.7975062742E-22    5.1650210462E-03
 2026.811860    1.7894064651E-22    5.1417467552E-03
 2026.816650    1.7812385419E-22    5.1182767423E-03
 2026.821440    1.7730085023E-22    5.0946282419E-03
 2026.826230    1.7647220152E-22    5.0708175432E-03
 2026.831020    1.7563844191E-22    5.0468599860E-03
 2026.835810    1.7480007215E-22    5.0227699593E-03
 2026.840600    1.7395756004E-22    4.9985609046E-03
 2026.845390    1.7311134065E-22    4.9742453232E-03
 2026.850180    1.7226181664E-22    4.9498347862E-03
 2026.854970    1.7140935882E-22    4.9253399476E-03
 2026.859760    1.7055430663E-22    4.9007705617E-03
 2026.864550    1.6969696892E-22    4.8761355026E-03
 2026.869340    1.6883762466E-22    4.8514427866E-03
 2026.874130    1.6797652383E-22    4.8266995966E-03
 2026.878920    1.6711388838E-22    4.8019123104E-03
 2026.883710    1.6624991325E-22    4.7770865294E-03
 2026.888500    1.6538476747E-22    4.7522271104E-03
 2026.893290    1.6451859530E-22    4.7273381986E-03
 2026.898080    1.6365151745E-22    4.7024232628E-03
 2026.902870    1.6265304684E-22    4.6737328388E-03
 2026.907660    1.6178449697E-22    4.6487756055E-03
 2026.912450    1.6091527498E-22    4.6237990591E-03
 2026.917240    1.6004542030E-22    4.5988043328E-03
 2026.922030    1.5917495546E-22    4.5737920740E-03
 2026.926820    1.5830388745E-22    4.5487624836E-03
 2026.931610    1.5743220914E-22    4.5237153563E-03
 2026.936400    1.5655990063E-22    4.4986501209E-03
 2026.941190    1.5568693072E-22    4.4735658803E-03
 2026.945980    1.5481325822E-22    4.4484614513E-03
 2026.950770    1.5393883337E-22    4.4233354041E-03
 2026.955560    1.5306359914E-22    4.3981860999E-03
 2026.960350    1.5218749258E-22    4.3730117299E-03
 2026.965140    1.5131044608E-22    4.3478103513E-03
 2026.969930    1.5043238861E-22    4.3225799230E-03
 2026.974720    1.4955324694E-22    4.2973183409E-03
 2026.979510    1.4867294677E-22    4.2720234701E-03
 2026.984300    1.4779141387E-22    4.2466931774E-03
 2026.989090    1.4690857511E-22    4.2213253618E-03
 2026.993880    1.4625469602E-22    4.2025365580E-03
 2026.998670    1.4536918766E-22    4.1770920332E-03
 2027.003460    1.4448217076E-22    4.1516041612E-03
 2027.008250    1.4359358622E-22    4.1260712441E-03
 2027.013040    1.4270338059E-22    4.1004917462E-03
 2027.017830    1.4181150681E-22    4.0748643149E-03
 2027.022620    1.4091792492E-22    4.0491878022E-03
 2027.027410    1.4002260269E-22    4.0234612821E-03
 2027.032200    1.3912551630E-22    3.9976840697E-03
 2027.036990    1.3822665082E-22    3.9718557365E-03
 2027.041780    1.3732600081E-22    3.9459761258E-03
 2027.046570    1.3642357076E-22    3.9200453669E-03
 2027.051360    1.3551937556E-22    3.8940638873E-03
 2027.056150    1.3461344084E-22    3.8680324239E-03
 2027.060940    1.3370580338E-22    3.8419520331E-03
 2027.065730    1.3279651133E-22    3.8158240988E-03
 2027.070520    1.3188562447E-22    3.7896503386E-03
 2027.075310    1.3097321435E-22    3.7634328086E-03
 2027.080100    1.3005936436E-22    3.7371739049E-03
 2027.084890    1.2914416975E-22    3.7108763643E-03
 2027.089680    1.2822773751E-22    3.6845432611E-03
 2027.094470    1.2731018619E-22    3.6581780019E-03
 2027.099260    1.2639164562E-22    3.6317843173E-03
 2027.104050    1.2547225654E-22    3.6053662514E-03
 2027.108840    1.2455217011E-22    3.5789281475E-03
 2027.113630    1.2363154738E-22    3.5524746330E-03
 2027.118420    1.2271055857E-22    3.5260105998E-03
 2027.123210    1.2178938244E-22    3.4995411840E-03
 2027.128000    1.2086820547E-22    3.4730717441E-03
 2027.132790    1.1994722103E-22    3.4466078363E-03
 2027.137580    1.1902662854E-22    3.4201551911E-03
 2027.142370    1.1810663258E-22    3.3937196867E-03
 2027.147160    1.1718744201E-22    3.3673073248E-03
 2027.151950    1.1626926910E-22    3.3409242045E-03
 2027.156740    1.1535232865E-22    3.3145764984E-03
 2027.161530    1.1443683719E-22    3.2882704281E-03
 2027.166320    1.1352301217E-22    3.2620122416E-03
 2027.171110    1.1261107119E-22    3.2358081920E-03
 2027.175900    1.1170123132E-22    3.2096645165E-03
 2027.180690    1.1079370841E-22    3.1835874176E-03
 2027.185480    1.0988871653E-22    3.1575830460E-03
 2027.190270    1.0898646734E-22    3.1316574838E-03
 2027.195060    1.0808716963E-22    3.1058167305E-03
 2027.199850    1.0719102881E-22    3.0800666887E-03
 2027.204640    1.0629824654E-22    3.0544131526E-03
 2027.209430    1.0540902030E-22    3.0288617968E-03
 2027.214220    1.0452354309E-22    3.0034181668E-03
 2027.219010    1.0364200308E-22    2.9780876700E-03
 2027.223800    1.0276458340E-22    2.9528755682E-03
 2027.228590    1.0189146185E-22    2.9277869704E-03
 2027.233380    1.0102281072E-22    2.9028268276E-03
 2027.238170    1.0015879664E-22    2.8779999271E-03
 2027.242960    9.9299580346E-23    2.8533108882E-03
 2027.247750    9.8445316652E-23    2.8287641591E-03
 2027.252540    9.7596126715E-23    2.8043632212E-03
 2027.257330    9.6752208246E-23    2.7801137556E-03
 2027.262120    9.5913670015E-23    2.7560188877E-03
 2027.266910    9.5080642123E-23    2.7320823560E-03
